Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090038200_28022023000001;0027442306;;0090038200;GM03;758919235R;SFD---0760;2;1200;1000;930;123,080;45;GERB--1213_1200_1000;none;202303250000;202303292100;2;100
0090038200_28022023000002;0027614500;;0090038200;GT;762B00307R;SFD---0770;1;1200;1000;975;582,300;45;GERB--1213_1200_1000;none;202304010000;202304051500;17;100
0090038200_28022023000003;0042195200;;0090038200;GM01;620722160R;SFDA--6935;1;1600;1200;930;180,900;45;GERB--1613_1600_1200;none;202303300000;202304031300;3;100
0090038200_28022023000004;0042009900;;0090038200;GM03;995506674R;SFD---0770;2;1200;1000;975;613,440;45;GERB--1213_1200_1000;none;202304110000;202304141915;17;100
0090038200_28022023000005;0041819200;;0090038200;GM02;260107920R;SFDA--9432;25;1200;1000;975;172,000;45;GERB--1213_1200_1000;none;202303060000;202303090001;7;100
0090038200_28022023000006;0028276401;;0090038200;GM01;241250431R;SFD---2112;1;1206;1010;485;89,150;0;GERB--0528_1206_1010;none;202303240000;202303250001;16;100
0090038200_28022023000007;0042204700;;0090038200;GUP5;809005378R;ECM---8519;9;1600;1200;975;142,816;45;GERB--1613_1600_1200;none;202303080000;202303111600;2;100
0090038200_28022023000008;0042204700;;0090038200;GUP5;829A10401R;ECM---8519;4;1600;1200;975;133,672;45;GERB--1613_1600_1200;none;202303280000;202303310001;1;100
0090038200_28022023000009;0028306200;;0090038200;GM03;873706529R;PAL-S-0411;1;1200;800;1094;79,000;0;GERB--3737_1200_800;none;202303240000;202303281200;4;100
0090038200_28022023000010;0042195200;;0090038200;GM01;479197405R;SFD---2112;1;1206;1010;1085;99,470;0;GERB--0528_1206_1010;none;202303290000;202304011800;2;100
0090038200_28022023000011;0002562805;;0090038200;GM02;823313500R;SFD---2112;1;1206;1010;385;29,400;0;GERB--0528_1206_1010;none;202303300000;202304031530;13;100
0090038200_28022023000012;0042204700;;0090038200;GUP5;829A04439R;ECM---8519;1;1600;1200;975;134,236;45;GERB--1613_1600_1200;none;202303290000;202304010400;2;100
0090038200_28022023000013;0027800201;;0090038200;GM04;484724351R;SFD---2112;1;1206;1010;1085;94,565;0;GERB--0528_1206_1010;none;202303250000;202303290130;2;100
0090038200_28022023000014;0027614500;;0090038200;GT;762A21161R;SFD---0770;2;1200;1000;975;544,320;45;GERB--1213_1200_1000;none;202304100000;202304131500;14;100
0090038200_28022023000015;0042204700;;0090038200;GUP5;829A02758R;ECM---8519;4;1600;1200;975;133,660;45;GERB--1613_1600_1200;none;202303210000;202303241600;2;100
0090038200_28022023000016;0027442306;;0090038200;GM03;679003804R;SFD---0760;1;1200;1000;930;122,238;45;GERB--1213_1200_1000;none;202304030000;202304061700;3;100
0090038200_28022023000017;0041609500;;0090038200;GM04;739821819R;SFD---2112;2;1206;1010;485;38,348;0;GERB--0528_1206_1010;none;202304060000;202304101700;5;100
0090038200_28022023000018;0025767302;;0090038200;GM03;822161120R;SLI---2112;1;1206;1010;1185;227,975;0;GERB--0528_1206_1010;none;202303250000;202303310700;21;100
0090038200_28022023000019;0090038300;383E7A;0090038200;GM05;620228701R;MTEM--8735;1;2400;2200;1520;441,104;45;GERB--0440_2400_2200;none;202304080000;202304120800;0;100
0090038200_28022023000020;0042204700;;0090038200;GUP5;829A03380R;ECM---8519;5;1600;1200;975;133,672;45;GERB--1613_1600_1200;none;202303310000;202304041600;1;100
0090038200_28022023000021;0042204700;;0090038200;GUP5;829A10401R;ECM---8519;8;1600;1200;975;133,672;45;GERB--1613_1600_1200;none;202303110000;202303150001;1;100
0090038200_28022023000022;0002562805;;0090038200;GM02;823307844R;SFDA--6893;1;1600;1200;930;196,732;45;GERB--1613_1600_1200;none;202303110000;202303151530;4;100
